date,price,quantity
Nov 23 2023 01: +0,1.098,105116
Nov 24 2023 01: +0,1.115,97948
Nov 25 2023 01: +0,1.127,95767
Nov 26 2023 01: +0,1.118,86294
Nov 27 2023 01: +0,1.112,69529
Nov 28 2023 01: +0,1.097,65032
Nov 29 2023 01: +0,1.085,98022
Nov 30 2023 01: +0,1.075,87188
Dec 01 2023 01: +0,1.119,84053
Dec 02 2023 01: +0,1.181,85915
Dec 03 2023 01: +0,1.198,71135
Dec 04 2023 01: +0,1.208,57346
Dec 05 2023 01: +0,1.217,56729
Dec 06 2023 01: +0,1.155,102035
Dec 07 2023 01: +0,1.122,87893
Dec 08 2023 01: +0,1.134,85352
Dec 09 2023 01: +0,1.146,79125
Dec 10 2023 01: +0,1.137,70191
Dec 11 2023 01: +0,1.157,63532
Dec 12 2023 01: +0,1.166,51147
Dec 13 2023 01: +0,1.114,98321
Dec 14 2023 01: +0,1.096,86306
Dec 15 2023 01: +0,1.113,90582
Dec 16 2023 01: +0,1.141,89622
Dec 17 2023 01: +0,1.144,76532
Dec 18 2023 01: +0,1.134,58997
Dec 19 2023 01: +0,1.126,55747
Dec 20 2023 01: +0,1.082,101700
Dec 21 2023 01: +0,1.054,96172
Dec 22 2023 01: +0,1.04,101396
Dec 23 2023 01: +0,1.053,94497
Dec 24 2023 01: +0,1.056,87406
Dec 25 2023 01: +0,1.077,82153
Dec 26 2023 01: +0,1.068,73910
Dec 27 2023 01: +0,0.991,110135
Dec 28 2023 01: +0,0.961,95859
Dec 29 2023 01: +0,0.981,92094
Dec 30 2023 01: +0,1,91573
Dec 31 2023 01: +0,1.027,79602
Jan 01 2024 01: +0,1.041,85040
Jan 02 2024 01: +0,1.02,73563
Jan 03 2024 01: +0,0.94,115536
Jan 04 2024 01: +0,0.914,91053
Jan 05 2024 01: +0,0.966,85365
Jan 06 2024 01: +0,0.998,97323
Jan 07 2024 01: +0,1.006,81380
Jan 08 2024 01: +0,1.008,75265
Jan 09 2024 01: +0,0.993,70934
Jan 10 2024 01: +0,0.938,104599
Jan 11 2024 01: +0,0.922,85586
Jan 12 2024 01: +0,0.945,83773
Jan 13 2024 01: +0,0.944,88621
Jan 14 2024 01: +0,0.937,74018
Jan 15 2024 01: +0,0.936,66169
Jan 16 2024 01: +0,0.92,59510
Jan 17 2024 01: +0,0.837,96909
Jan 18 2024 01: +0,0.793,87328
Jan 19 2024 01: +0,0.805,90434
Jan 20 2024 01: +0,0.801,89144
Jan 21 2024 01: +0,0.79,49914
Jan 21 2024 17: +0,0.77,4374
Jan 21 2024 18: +0,0.76,3876
Jan 21 2024 19: +0,0.77,3721
Jan 21 2024 20: +0,0.784,3894
Jan 21 2024 21: +0,0.76,3366
Jan 21 2024 22: +0,0.797,3406
Jan 21 2024 23: +0,0.8,3005
Jan 22 2024 00: +0,0.8,2661
Jan 22 2024 01: +0,0.792,2319
Jan 22 2024 02: +0,0.783,2769
Jan 22 2024 03: +0,0.77,2116
Jan 22 2024 04: +0,0.77,2450
Jan 22 2024 05: +0,0.759,2720
Jan 22 2024 06: +0,0.75,2677
Jan 22 2024 07: +0,0.76,2260
Jan 22 2024 08: +0,0.76,2887
Jan 22 2024 09: +0,0.76,2639
Jan 22 2024 10: +0,0.75,2278
Jan 22 2024 11: +0,0.746,4541
Jan 22 2024 12: +0,0.75,2808
Jan 22 2024 13: +0,0.75,3708
Jan 22 2024 14: +0,0.74,3037
Jan 22 2024 15: +0,0.747,2834
Jan 22 2024 16: +0,0.737,2936
Jan 22 2024 17: +0,0.75,3593
Jan 22 2024 18: +0,0.75,3637
Jan 22 2024 19: +0,0.759,3463
Jan 22 2024 20: +0,0.75,3489
Jan 22 2024 21: +0,0.748,2818
Jan 22 2024 22: +0,0.76,3308
Jan 22 2024 23: +0,0.77,2955
Jan 23 2024 00: +0,0.77,2578
Jan 23 2024 01: +0,0.77,2310
Jan 23 2024 02: +0,0.766,2209
Jan 23 2024 03: +0,0.76,2223
Jan 23 2024 04: +0,0.76,2589
Jan 23 2024 05: +0,0.751,2282
Jan 23 2024 06: +0,0.76,2634
Jan 23 2024 07: +0,0.76,2321
Jan 23 2024 08: +0,0.76,2450
Jan 23 2024 09: +0,0.75,2493
Jan 23 2024 10: +0,0.74,2026
Jan 23 2024 11: +0,0.743,2807
Jan 23 2024 12: +0,0.718,2493
Jan 23 2024 13: +0,0.708,2698
Jan 23 2024 14: +0,0.704,2877
Jan 23 2024 15: +0,0.707,3485
Jan 23 2024 16: +0,0.712,2542
Jan 23 2024 17: +0,0.715,3259
Jan 23 2024 18: +0,0.72,4512
Jan 23 2024 19: +0,0.736,3182
Jan 23 2024 20: +0,0.726,3313
Jan 23 2024 21: +0,0.718,2996
Jan 23 2024 22: +0,0.73,2926
Jan 23 2024 23: +0,0.744,2591
Jan 24 2024 00: +0,0.75,2440
Jan 24 2024 01: +0,0.76,2401
Jan 24 2024 02: +0,0.76,2012
Jan 24 2024 03: +0,0.74,2536
Jan 24 2024 04: +0,0.72,2437
Jan 24 2024 05: +0,0.741,3172
Jan 24 2024 06: +0,0.75,3388
Jan 24 2024 07: +0,0.716,2706
Jan 24 2024 08: +0,0.7,2498
Jan 24 2024 09: +0,0.688,2943
Jan 24 2024 10: +0,0.684,3021
Jan 24 2024 11: +0,0.684,4050
Jan 24 2024 12: +0,0.673,4004
Jan 24 2024 13: +0,0.662,4430
Jan 24 2024 14: +0,0.662,5341
Jan 24 2024 15: +0,0.651,5287
Jan 24 2024 16: +0,0.651,6039
Jan 24 2024 17: +0,0.65,6417
Jan 24 2024 18: +0,0.65,6219
Jan 24 2024 19: +0,0.651,6235
Jan 24 2024 20: +0,0.651,6246
Jan 24 2024 21: +0,0.64,5427
Jan 24 2024 22: +0,0.639,4817
Jan 24 2024 23: +0,0.64,3942
Jan 25 2024 00: +0,0.65,4114
Jan 25 2024 01: +0,0.66,3140
Jan 25 2024 02: +0,0.677,3228
Jan 25 2024 03: +0,0.69,3428
Jan 25 2024 04: +0,0.689,2768
Jan 25 2024 05: +0,0.69,2819
Jan 25 2024 06: +0,0.69,3345
Jan 25 2024 07: +0,0.706,3423
Jan 25 2024 08: +0,0.707,2956
Jan 25 2024 09: +0,0.647,2231
Jan 25 2024 10: +0,0.644,2686
Jan 25 2024 11: +0,0.641,2558
Jan 25 2024 12: +0,0.646,2800
Jan 25 2024 13: +0,0.642,3078
Jan 25 2024 14: +0,0.644,3633
Jan 25 2024 15: +0,0.636,4209
Jan 25 2024 16: +0,0.643,4676
Jan 25 2024 17: +0,0.64,4585
Jan 25 2024 18: +0,0.644,4948
Jan 25 2024 19: +0,0.65,5275
Jan 25 2024 20: +0,0.633,4577
Jan 25 2024 21: +0,0.65,5211
Jan 25 2024 22: +0,0.65,4325
Jan 25 2024 23: +0,0.66,3711
Jan 26 2024 00: +0,0.673,3405
Jan 26 2024 01: +0,0.688,3132
Jan 26 2024 02: +0,0.7,3584
Jan 26 2024 03: +0,0.708,3793
Jan 26 2024 04: +0,0.72,3919
Jan 26 2024 05: +0,0.729,2933
Jan 26 2024 06: +0,0.73,2367
Jan 26 2024 07: +0,0.71,2141
Jan 26 2024 08: +0,0.72,2659
Jan 26 2024 09: +0,0.7,3026
Jan 26 2024 10: +0,0.705,2590
Jan 26 2024 11: +0,0.689,2630
Jan 26 2024 12: +0,0.69,3362
Jan 26 2024 13: +0,0.694,3862
Jan 26 2024 14: +0,0.69,3626
Jan 26 2024 15: +0,0.691,3766
Jan 26 2024 16: +0,0.684,3573
Jan 26 2024 17: +0,0.686,4689
Jan 26 2024 18: +0,0.718,5143
Jan 26 2024 19: +0,0.701,4506
Jan 26 2024 20: +0,0.71,4920
Jan 26 2024 21: +0,0.727,5441
Jan 26 2024 22: +0,0.704,3685
Jan 26 2024 23: +0,0.759,4881
Jan 27 2024 00: +0,0.77,4915
Jan 27 2024 01: +0,0.77,3165
Jan 27 2024 02: +0,0.77,3125
Jan 27 2024 03: +0,0.777,3954
Jan 27 2024 04: +0,0.764,3000
Jan 27 2024 05: +0,0.76,2960
Jan 27 2024 06: +0,0.77,2971
Jan 27 2024 07: +0,0.77,2814
Jan 27 2024 08: +0,0.751,2115
Jan 27 2024 09: +0,0.74,2649
Jan 27 2024 10: +0,0.71,2335
Jan 27 2024 11: +0,0.7,2672
Jan 27 2024 12: +0,0.69,2757
Jan 27 2024 13: +0,0.695,2924
Jan 27 2024 14: +0,0.688,3052
Jan 27 2024 15: +0,0.7,3537
Jan 27 2024 16: +0,0.695,4001
Jan 27 2024 17: +0,0.7,3998
Jan 27 2024 18: +0,0.73,4091
Jan 27 2024 19: +0,0.72,3813
Jan 27 2024 20: +0,0.717,3696
Jan 27 2024 21: +0,0.747,4064
Jan 27 2024 22: +0,0.75,3938
Jan 27 2024 23: +0,0.76,4151
Jan 28 2024 00: +0,0.764,3565
Jan 28 2024 01: +0,0.77,2805
Jan 28 2024 02: +0,0.77,2798
Jan 28 2024 03: +0,0.77,2436
Jan 28 2024 04: +0,0.77,2697
Jan 28 2024 05: +0,0.77,2723
Jan 28 2024 06: +0,0.76,2802
Jan 28 2024 07: +0,0.77,2975
Jan 28 2024 08: +0,0.76,2465
Jan 28 2024 09: +0,0.713,2145
Jan 28 2024 10: +0,0.72,2091
Jan 28 2024 11: +0,0.689,2233
Jan 28 2024 12: +0,0.69,2790
Jan 28 2024 13: +0,0.695,3411
Jan 28 2024 14: +0,0.685,3042
Jan 28 2024 15: +0,0.684,3500
Jan 28 2024 16: +0,0.7,3522
Jan 28 2024 17: +0,0.713,3650
Jan 28 2024 18: +0,0.735,3973
Jan 28 2024 19: +0,0.717,3909
Jan 28 2024 20: +0,0.726,3676
Jan 28 2024 21: +0,0.717,3611
Jan 28 2024 22: +0,0.72,2685
Jan 28 2024 23: +0,0.75,2728
Jan 29 2024 00: +0,0.753,2504
Jan 29 2024 01: +0,0.752,2147
Jan 29 2024 02: +0,0.75,2330
Jan 29 2024 03: +0,0.74,2186
Jan 29 2024 04: +0,0.756,2368
Jan 29 2024 05: +0,0.74,1773
Jan 29 2024 06: +0,0.748,1708
Jan 29 2024 07: +0,0.74,1815
Jan 29 2024 08: +0,0.736,1904
Jan 29 2024 09: +0,0.741,2511
Jan 29 2024 10: +0,0.724,1551
Jan 29 2024 11: +0,0.71,2082
Jan 29 2024 12: +0,0.73,2762
Jan 29 2024 13: +0,0.706,2065
Jan 29 2024 14: +0,0.696,2457
Jan 29 2024 15: +0,0.688,2540
Jan 29 2024 16: +0,0.695,3161
Jan 29 2024 17: +0,0.706,3338
Jan 29 2024 18: +0,0.717,3566
Jan 29 2024 19: +0,0.73,3620
Jan 29 2024 20: +0,0.726,3761
Jan 29 2024 21: +0,0.747,3741
Jan 29 2024 22: +0,0.747,3241
Jan 29 2024 23: +0,0.756,3093
Jan 30 2024 00: +0,0.75,2397
Jan 30 2024 01: +0,0.76,2199
Jan 30 2024 02: +0,0.76,1896
Jan 30 2024 03: +0,0.75,2094
Jan 30 2024 04: +0,0.75,2417
Jan 30 2024 05: +0,0.76,2304
Jan 30 2024 06: +0,0.75,2200
Jan 30 2024 07: +0,0.73,1484
Jan 30 2024 08: +0,0.71,1566
Jan 30 2024 09: +0,0.74,2531
Jan 30 2024 10: +0,0.702,1600
Jan 30 2024 11: +0,0.724,2000
Jan 30 2024 12: +0,0.704,2463
Jan 30 2024 13: +0,0.697,2764
Jan 30 2024 14: +0,0.702,2819
Jan 30 2024 15: +0,0.697,2665
Jan 30 2024 16: +0,0.714,3447
Jan 30 2024 17: +0,0.71,3083
Jan 30 2024 18: +0,0.725,4532
Jan 30 2024 19: +0,0.747,4935
Jan 30 2024 20: +0,0.756,4310
Jan 30 2024 21: +0,0.746,3190
Jan 30 2024 22: +0,0.76,3615
Jan 30 2024 23: +0,0.769,2552
Jan 31 2024 00: +0,0.78,2597
Jan 31 2024 01: +0,0.772,2372
Jan 31 2024 02: +0,0.772,2836
Jan 31 2024 03: +0,0.75,2990
Jan 31 2024 04: +0,0.723,2519
Jan 31 2024 05: +0,0.73,2580
Jan 31 2024 06: +0,0.72,2645
Jan 31 2024 07: +0,0.735,2899
Jan 31 2024 08: +0,0.716,2461
Jan 31 2024 09: +0,0.72,4082
Jan 31 2024 10: +0,0.72,3741
Jan 31 2024 11: +0,0.723,4217
Jan 31 2024 12: +0,0.71,4448
Jan 31 2024 13: +0,0.691,4150
Jan 31 2024 14: +0,0.691,4994
Jan 31 2024 15: +0,0.682,5209
Jan 31 2024 16: +0,0.682,5105
Jan 31 2024 17: +0,0.682,5435
Jan 31 2024 18: +0,0.682,5810
Jan 31 2024 19: +0,0.671,5531
Jan 31 2024 20: +0,0.671,6119
Jan 31 2024 21: +0,0.667,5733
Jan 31 2024 22: +0,0.66,4413
Jan 31 2024 23: +0,0.674,3738
Feb 01 2024 00: +0,0.674,3139
Feb 01 2024 01: +0,0.7,2824
Feb 01 2024 02: +0,0.71,3243
Feb 01 2024 03: +0,0.72,3052
Feb 01 2024 04: +0,0.72,3355
Feb 01 2024 05: +0,0.724,3099
Feb 01 2024 06: +0,0.71,2626
Feb 01 2024 07: +0,0.7,3180
Feb 01 2024 08: +0,0.7,2620
Feb 01 2024 09: +0,0.7,3467
Feb 01 2024 10: +0,0.69,3133
Feb 01 2024 11: +0,0.692,3372
Feb 01 2024 12: +0,0.691,3123
Feb 01 2024 13: +0,0.674,3077
Feb 01 2024 14: +0,0.68,4420
Feb 01 2024 15: +0,0.674,3899
Feb 01 2024 16: +0,0.685,4462
Feb 01 2024 17: +0,0.685,4596
Feb 01 2024 18: +0,0.687,4976
Feb 01 2024 19: +0,0.69,5483
Feb 01 2024 20: +0,0.686,4936
Feb 01 2024 21: +0,0.695,4964
Feb 01 2024 22: +0,0.704,4953
Feb 01 2024 23: +0,0.71,3573
Feb 02 2024 00: +0,0.73,3377
Feb 02 2024 01: +0,0.744,2934
Feb 02 2024 02: +0,0.749,3249
Feb 02 2024 03: +0,0.74,2393
Feb 02 2024 04: +0,0.75,3054
Feb 02 2024 05: +0,0.74,2798
Feb 02 2024 06: +0,0.74,3485
Feb 02 2024 07: +0,0.747,2810
Feb 02 2024 08: +0,0.731,2245
Feb 02 2024 09: +0,0.72,2657
Feb 02 2024 10: +0,0.716,2494
Feb 02 2024 11: +0,0.71,2578
Feb 02 2024 12: +0,0.711,3660
Feb 02 2024 13: +0,0.711,3201
Feb 02 2024 14: +0,0.71,3499
Feb 02 2024 15: +0,0.703,3698
Feb 02 2024 16: +0,0.708,4143
Feb 02 2024 17: +0,0.717,4571
Feb 02 2024 18: +0,0.714,4279
Feb 02 2024 19: +0,0.731,4914
Feb 02 2024 20: +0,0.73,5051
Feb 02 2024 21: +0,0.737,4905
Feb 02 2024 22: +0,0.746,4474
Feb 02 2024 23: +0,0.75,4364
Feb 03 2024 00: +0,0.767,4405
Feb 03 2024 01: +0,0.77,3410
Feb 03 2024 02: +0,0.77,3183
Feb 03 2024 03: +0,0.77,3470
Feb 03 2024 04: +0,0.77,3791
Feb 03 2024 05: +0,0.78,3789
Feb 03 2024 06: +0,0.78,3184
Feb 03 2024 07: +0,0.78,2864
Feb 03 2024 08: +0,0.78,3568
Feb 03 2024 09: +0,0.75,2485
Feb 03 2024 10: +0,0.74,2837
Feb 03 2024 11: +0,0.713,2722
Feb 03 2024 12: +0,0.709,3778
Feb 03 2024 13: +0,0.737,4176
Feb 03 2024 14: +0,0.713,3441
Feb 03 2024 15: +0,0.72,4615
Feb 03 2024 16: +0,0.723,4235
Feb 03 2024 17: +0,0.719,4043
Feb 03 2024 18: +0,0.73,3539
Feb 03 2024 19: +0,0.723,3846
Feb 03 2024 20: +0,0.746,4163
Feb 03 2024 21: +0,0.75,4526
Feb 03 2024 22: +0,0.762,4499
Feb 03 2024 23: +0,0.778,4461
Feb 04 2024 00: +0,0.78,3267
Feb 04 2024 01: +0,0.796,3616
Feb 04 2024 02: +0,0.789,3383
Feb 04 2024 03: +0,0.78,2580
Feb 04 2024 04: +0,0.786,3504
Feb 04 2024 05: +0,0.78,3098
Feb 04 2024 06: +0,0.78,3207
Feb 04 2024 07: +0,0.789,3078
Feb 04 2024 08: +0,0.789,2764
Feb 04 2024 09: +0,0.76,2199
Feb 04 2024 10: +0,0.75,2264
Feb 04 2024 11: +0,0.765,3221
Feb 04 2024 12: +0,0.728,2893
Feb 04 2024 13: +0,0.742,3168
Feb 04 2024 14: +0,0.73,3285
Feb 04 2024 15: +0,0.746,4088
Feb 04 2024 16: +0,0.741,3385
Feb 04 2024 17: +0,0.746,3534
Feb 04 2024 18: +0,0.745,4280
Feb 04 2024 19: +0,0.754,4235
Feb 04 2024 20: +0,0.76,3941
Feb 04 2024 21: +0,0.772,4140
Feb 04 2024 22: +0,0.78,3788
Feb 04 2024 23: +0,0.77,2796
Feb 05 2024 00: +0,0.783,2812
Feb 05 2024 01: +0,0.794,2553
Feb 05 2024 02: +0,0.798,2634
Feb 05 2024 03: +0,0.78,2555
Feb 05 2024 04: +0,0.78,2615
Feb 05 2024 05: +0,0.795,2678
Feb 05 2024 06: +0,0.78,1757
Feb 05 2024 07: +0,0.793,2237
Feb 05 2024 08: +0,0.789,2241
Feb 05 2024 09: +0,0.78,2182
Feb 05 2024 10: +0,0.78,2677
Feb 05 2024 11: +0,0.78,2269
Feb 05 2024 12: +0,0.764,2589
Feb 05 2024 13: +0,0.758,2338
Feb 05 2024 14: +0,0.757,2981
Feb 05 2024 15: +0,0.76,3217
Feb 05 2024 16: +0,0.752,2956
Feb 05 2024 17: +0,0.76,3435
Feb 05 2024 18: +0,0.771,3876
Feb 05 2024 19: +0,0.758,3677
Feb 05 2024 20: +0,0.762,3612
Feb 05 2024 21: +0,0.767,2906
Feb 05 2024 22: +0,0.78,3127
Feb 05 2024 23: +0,0.783,2604
Feb 06 2024 00: +0,0.794,2363
Feb 06 2024 01: +0,0.794,2275
Feb 06 2024 02: +0,0.8,2133
Feb 06 2024 03: +0,0.8,2330
Feb 06 2024 04: +0,0.8,2627
Feb 06 2024 05: +0,0.8,2519
Feb 06 2024 06: +0,0.78,1666
Feb 06 2024 07: +0,0.769,2125
Feb 06 2024 08: +0,0.77,1740
Feb 06 2024 09: +0,0.759,1557
Feb 06 2024 10: +0,0.754,1836
Feb 06 2024 11: +0,0.77,3880
Feb 06 2024 12: +0,0.751,2131
Feb 06 2024 13: +0,0.753,2364
Feb 06 2024 14: +0,0.751,2649
Feb 06 2024 15: +0,0.741,2607
Feb 06 2024 16: +0,0.74,2727
Feb 06 2024 17: +0,0.741,2923
Feb 06 2024 18: +0,0.751,3475
Feb 06 2024 19: +0,0.751,3869
Feb 06 2024 20: +0,0.753,4050
Feb 06 2024 21: +0,0.75,3336
Feb 06 2024 22: +0,0.752,3167
Feb 06 2024 23: +0,0.76,2579
Feb 07 2024 00: +0,0.76,2820
Feb 07 2024 01: +0,0.75,4375
Feb 07 2024 02: +0,0.744,4683
Feb 07 2024 03: +0,0.715,4739
Feb 07 2024 04: +0,0.72,5504
Feb 07 2024 05: +0,0.71,5015
Feb 07 2024 06: +0,0.707,4816
Feb 07 2024 07: +0,0.702,4967
Feb 07 2024 08: +0,0.702,5891
Feb 07 2024 09: +0,0.691,6463
Feb 07 2024 10: +0,0.69,7331
Feb 07 2024 11: +0,0.66,6918
Feb 07 2024 12: +0,0.666,8195
Feb 07 2024 13: +0,0.65,8513
Feb 07 2024 14: +0,0.644,9120
Feb 07 2024 15: +0,0.64,10226
Feb 07 2024 16: +0,0.644,10453
Feb 07 2024 17: +0,0.633,10039
Feb 07 2024 18: +0,0.632,10218
Feb 07 2024 19: +0,0.631,10795
Feb 07 2024 20: +0,0.63,10651
Feb 07 2024 21: +0,0.63,10098
Feb 07 2024 22: +0,0.638,8371
Feb 07 2024 23: +0,0.644,7353
Feb 08 2024 00: +0,0.65,5654
Feb 08 2024 01: +0,0.66,4949
Feb 08 2024 02: +0,0.682,4329
Feb 08 2024 03: +0,0.69,3749
Feb 08 2024 04: +0,0.698,5115
Feb 08 2024 05: +0,0.697,4188
Feb 08 2024 06: +0,0.7,3860
Feb 08 2024 07: +0,0.7,3347
Feb 08 2024 08: +0,0.678,3423
Feb 08 2024 09: +0,0.69,4307
Feb 08 2024 10: +0,0.669,3546
Feb 08 2024 11: +0,0.664,4565
Feb 08 2024 12: +0,0.657,4777
Feb 08 2024 13: +0,0.646,5190
Feb 08 2024 14: +0,0.646,6454
Feb 08 2024 15: +0,0.65,6127
Feb 08 2024 16: +0,0.651,7121
Feb 08 2024 17: +0,0.666,7487
Feb 08 2024 18: +0,0.668,7533
Feb 08 2024 19: +0,0.664,7876
Feb 08 2024 20: +0,0.668,8028
Feb 08 2024 21: +0,0.657,7029
Feb 08 2024 22: +0,0.695,6918
Feb 08 2024 23: +0,0.728,6627
Feb 09 2024 00: +0,0.74,5892
Feb 09 2024 01: +0,0.75,5952
Feb 09 2024 02: +0,0.75,4624
Feb 09 2024 03: +0,0.75,4523
Feb 09 2024 04: +0,0.75,3840
Feb 09 2024 05: +0,0.74,3877
Feb 09 2024 06: +0,0.749,3567
Feb 09 2024 07: +0,0.73,4021
Feb 09 2024 08: +0,0.747,4869
Feb 09 2024 09: +0,0.729,3461
Feb 09 2024 10: +0,0.723,3768
Feb 09 2024 11: +0,0.721,4343
Feb 09 2024 12: +0,0.715,4842
Feb 09 2024 13: +0,0.71,5624
Feb 09 2024 14: +0,0.712,6264
Feb 09 2024 15: +0,0.718,6140
Feb 09 2024 16: +0,0.709,5878
Feb 09 2024 17: +0,0.711,7230
Feb 09 2024 18: +0,0.73,8606
Feb 09 2024 19: +0,0.74,7784
Feb 09 2024 20: +0,0.736,7470
Feb 09 2024 21: +0,0.742,6999
Feb 09 2024 22: +0,0.75,6683
Feb 09 2024 23: +0,0.756,6402
Feb 10 2024 00: +0,0.765,5504
Feb 10 2024 01: +0,0.77,4293
Feb 10 2024 02: +0,0.77,5126
Feb 10 2024 03: +0,0.78,4599
Feb 10 2024 04: +0,0.77,4979
Feb 10 2024 05: +0,0.77,4533
Feb 10 2024 06: +0,0.77,5184
Feb 10 2024 07: +0,0.78,4823
Feb 10 2024 08: +0,0.78,4213
Feb 10 2024 09: +0,0.772,4803
Feb 10 2024 10: +0,0.748,4744
Feb 10 2024 11: +0,0.747,5010
Feb 10 2024 12: +0,0.741,4632
Feb 10 2024 13: +0,0.755,6642
Feb 10 2024 14: +0,0.754,6436
Feb 10 2024 15: +0,0.75,5511
Feb 10 2024 16: +0,0.754,5630
Feb 10 2024 17: +0,0.766,5944
Feb 10 2024 18: +0,0.76,6051
Feb 10 2024 19: +0,0.75,5617
Feb 10 2024 20: +0,0.76,6049
Feb 10 2024 21: +0,0.765,5781
Feb 10 2024 22: +0,0.78,6526
Feb 10 2024 23: +0,0.787,5874
Feb 11 2024 00: +0,0.795,5673
Feb 11 2024 01: +0,0.797,4650
Feb 11 2024 02: +0,0.808,4235
Feb 11 2024 03: +0,0.808,3986
Feb 11 2024 04: +0,0.81,3880
Feb 11 2024 05: +0,0.82,5295
Feb 11 2024 06: +0,0.82,3930
Feb 11 2024 07: +0,0.826,4951
Feb 11 2024 08: +0,0.819,4193
Feb 11 2024 09: +0,0.8,3361
Feb 11 2024 10: +0,0.8,5081
Feb 11 2024 11: +0,0.788,4683
Feb 11 2024 12: +0,0.782,5145
Feb 11 2024 13: +0,0.793,5771
Feb 11 2024 14: +0,0.776,4953
Feb 11 2024 15: +0,0.784,5998
Feb 11 2024 16: +0,0.792,5198
Feb 11 2024 17: +0,0.805,5743
Feb 11 2024 18: +0,0.8,5779
Feb 11 2024 19: +0,0.808,5871
Feb 11 2024 20: +0,0.82,7134
Feb 11 2024 21: +0,0.82,5861
Feb 11 2024 22: +0,0.83,5823
Feb 11 2024 23: +0,0.84,4601
Feb 12 2024 00: +0,0.841,3085
Feb 12 2024 01: +0,0.831,2634
Feb 12 2024 02: +0,0.84,3567
Feb 12 2024 03: +0,0.846,4416
Feb 12 2024 04: +0,0.84,2689
Feb 12 2024 05: +0,0.85,4226
Feb 12 2024 06: +0,0.84,3283
Feb 12 2024 07: +0,0.84,4336
Feb 12 2024 08: +0,0.85,4302
Feb 12 2024 09: +0,0.85,4915
Feb 12 2024 10: +0,0.855,4378
Feb 12 2024 11: +0,0.847,5069
Feb 12 2024 12: +0,0.819,3506
Feb 12 2024 13: +0,0.82,4683
Feb 12 2024 14: +0,0.819,4195
Feb 12 2024 15: +0,0.819,4562
Feb 12 2024 16: +0,0.818,5112
Feb 12 2024 17: +0,0.82,4556
Feb 12 2024 18: +0,0.83,5788
Feb 12 2024 19: +0,0.841,6683
Feb 12 2024 20: +0,0.841,5584
Feb 12 2024 21: +0,0.843,5546
Feb 12 2024 22: +0,0.86,5171
Feb 12 2024 23: +0,0.86,4334
Feb 13 2024 00: +0,0.86,3649
Feb 13 2024 01: +0,0.87,3917
Feb 13 2024 02: +0,0.86,3229
Feb 13 2024 03: +0,0.86,4731
Feb 13 2024 04: +0,0.86,3638
Feb 13 2024 05: +0,0.86,4566
Feb 13 2024 06: +0,0.867,5249
Feb 13 2024 07: +0,0.85,3075
Feb 13 2024 08: +0,0.86,5341
Feb 13 2024 09: +0,0.85,3233
Feb 13 2024 10: +0,0.849,3630
Feb 13 2024 11: +0,0.841,3920
Feb 13 2024 12: +0,0.84,4496
Feb 13 2024 13: +0,0.816,4025
Feb 13 2024 14: +0,0.81,4837
Feb 13 2024 15: +0,0.818,5058
Feb 13 2024 16: +0,0.83,5468
Feb 13 2024 17: +0,0.831,4837
Feb 13 2024 18: +0,0.829,4471
Feb 13 2024 19: +0,0.84,6232
Feb 13 2024 20: +0,0.833,5259
Feb 13 2024 21: +0,0.834,5640
Feb 13 2024 22: +0,0.839,4909
Feb 13 2024 23: +0,0.856,3986
Feb 14 2024 00: +0,0.857,3653
Feb 14 2024 01: +0,0.86,3989
Feb 14 2024 02: +0,0.86,3618
Feb 14 2024 03: +0,0.806,4310
Feb 14 2024 04: +0,0.814,5099
Feb 14 2024 05: +0,0.82,5276
Feb 14 2024 06: +0,0.816,4641
Feb 14 2024 07: +0,0.8,5518
Feb 14 2024 08: +0,0.803,5091
Feb 14 2024 09: +0,0.794,5453
Feb 14 2024 10: +0,0.77,5227
Feb 14 2024 11: +0,0.75,5125
Feb 14 2024 12: +0,0.723,6048
Feb 14 2024 13: +0,0.721,6127
Feb 14 2024 14: +0,0.711,6651
Feb 14 2024 15: +0,0.723,8073
Feb 14 2024 16: +0,0.714,7221
Feb 14 2024 17: +0,0.719,8377
Feb 14 2024 18: +0,0.723,8222
Feb 14 2024 19: +0,0.71,8213
Feb 14 2024 20: +0,0.71,8250
Feb 14 2024 21: +0,0.716,7016
Feb 14 2024 22: +0,0.722,6183
Feb 14 2024 23: +0,0.73,5873
Feb 15 2024 00: +0,0.73,4621
Feb 15 2024 01: +0,0.76,3708
Feb 15 2024 02: +0,0.761,3374
Feb 15 2024 03: +0,0.76,2882
Feb 15 2024 04: +0,0.76,3181
Feb 15 2024 05: +0,0.78,3554
Feb 15 2024 06: +0,0.771,3479
Feb 15 2024 07: +0,0.784,4244
Feb 15 2024 08: +0,0.787,4191
Feb 15 2024 09: +0,0.789,5064
Feb 15 2024 10: +0,0.782,5345
Feb 15 2024 11: +0,0.775,5294
Feb 15 2024 12: +0,0.73,3478
Feb 15 2024 13: +0,0.72,6325
Feb 15 2024 14: +0,0.736,6103
Feb 15 2024 15: +0,0.718,5390
Feb 15 2024 16: +0,0.715,5540
Feb 15 2024 17: +0,0.727,6667
Feb 15 2024 18: +0,0.726,6647
Feb 15 2024 19: +0,0.724,7288
Feb 15 2024 20: +0,0.73,7914
Feb 15 2024 21: +0,0.73,7414
Feb 15 2024 22: +0,0.74,5506
